t,x(t) cubeL,F(t) cubeL,x(t) cubeR,v(t) cubeR,F(t) cubeR,L(y-axis) yellowL,w(t) cubeL,v(t) cubeL
19.34025,-33.54258,-10,63.46226,6.310562,10,17.76777,-1.573688,-0.02525624
19.36025,-33.54355,-10,63.58847,6.310562,10,17.78487,-1.575204,-0.04939439
19.38025,-33.54502,-10,63.71468,6.310562,10,17.80099,-1.57663,-0.07492245
19.40025,-33.54704,-10,63.8409,6.310562,10,17.8156,-1.577921,-0.1018705
19.42025,-33.54961,-10,63.96711,6.310562,10,17.83183,-1.579355,-0.1302775
19.44025,-33.55276,-10,64.09332,6.310562,10,17.87023,-1.58277,-0.1597444
19.46025,-33.55655,-10,64.21954,6.310562,10,17.83546,-1.579694,-0.1918322
19.48026,-33.56096,-10,64.34575,6.310562,10,17.89787,-1.585219,-0.2232944
19.50026,-33.56606,-10,64.47196,6.310562,10,17.89197,-1.584707,-0.2577096
19.52026,-33.57185,-10,64.59818,6.310562,10,17.87874,-1.583525,-0.2930507
19.54026,-33.57835,-10,64.72439,6.310562,10,17.92047,-1.587193,-0.3286265
19.56026,-33.5856,-10,64.8506,6.310562,10,17.94066,-1.588966,-0.366393
19.58026,-33.59363,-10,64.97681,6.310562,10,17.95436,-1.590179,-0.4054999
19.60026,-33.60245,-10,65.10303,6.310562,10,17.96888,-1.591467,-0.4455585
19.62026,-33.61209,-10,65.22924,6.310562,10,17.98544,-1.592935,-0.4866414
19.64026,-33.62257,-10,65.35545,6.310562,10,17.99995,-1.59422,-0.52874
19.66026,-33.6339,-10,65.48167,6.310562,10,18.01629,-1.595664,-0.5720041
19.68026,-33.64611,-10,65.60788,6.310562,10,18.03222,-1.597072,-0.6163286
19.70026,-33.65923,-10,65.73409,6.310562,10,18.0716,-1.600571,-0.6615558
19.72026,-33.67328,-10,65.86031,6.310562,10,18.03633,-1.597454,-0.7083179
19.74026,-33.68825,-10,65.98652,6.310562,10,18.07403,-1.600774,-0.7546439
19.76026,-33.70417,-10,66.11273,6.310562,10,18.09427,-1.602554,-0.8027416
19.78026,-33.72107,-10,66.23895,6.310562,10,18.13235,-1.605935,-0.8518288
19.80026,-33.73898,-10,66.36516,6.310562,10,18.121,-1.604954,-0.9019926
19.82026,-33.75788,-10,66.49137,6.310562,10,18.109,-1.603888,-0.9519336
19.84026,-33.77777,-10,66.61758,6.310562,10,18.15144,-1.607616,-1.002197
19.86026,-33.79871,-10,66.7438,6.310562,10,18.1706,-1.609298,-1.054189
19.88026,-33.82069,-10,66.87001,6.310562,10,18.18391,-1.610473,-1.10679
19.90026,-33.84372,-10,66.99622,6.310562,10,18.19875,-1.611789,-1.159798
19.92027,-33.86782,-10,67.12244,6.310562,10,18.21498,-1.613226,-1.213076
19.94027,-33.89299,-10,67.24865,6.310562,10,18.23042,-1.614594,-1.266816
19.96027,-33.91924,-10,67.37486,6.310562,10,18.24632,-1.615999,-1.320907
19.98027,-33.94657,-10,67.50108,6.310562,10,18.26099,-1.617294,-1.375322
20.00027,-33.975,-10,67.62729,6.310562,10,18.27621,-1.61864,-1.430144
20.02027,-34.00452,-10,67.7535,6.310562,10,18.29181,-1.620018,-1.485137
20.04027,-34.03514,-10,67.87971,6.310562,10,18.30751,-1.621406,-1.540339
20.06027,-34.06688,-10,68.00593,6.310562,10,18.32314,-1.622789,-1.595636
20.08027,-34.09971,-10,68.13214,6.310562,10,18.33792,-1.624097,-1.650981
20.10027,-34.13365,-10,68.25835,6.310562,10,18.3535,-1.625474,-1.706361
20.12027,-34.16869,-10,68.38457,6.310562,10,18.36853,-1.626801,-1.761661
20.14027,-34.20484,-10,68.51078,6.310562,10,18.38358,-1.628134,-1.816902
20.16027,-34.24208,-10,68.63699,6.310562,10,18.39874,-1.629474,-1.871941
20.18027,-34.28043,-10,68.76321,6.310562,10,18.41455,-1.630868,-1.926802
20.20027,-34.31986,-10,68.88942,6.310562,10,18.42985,-1.632221,-1.98149
20.22027,-34.36038,-10,69.01563,6.310562,10,18.44487,-1.63355,-2.035739
20.24027,-34.40198,-10,69.14185,6.310562,10,18.45977,-1.634867,-2.089655
20.26027,-34.44464,-10,69.26806,6.310562,10,18.47561,-1.636267,-2.143119
20.28027,-34.48837,-10,69.39427,6.310562,10,18.49109,-1.637635,-2.196088
20.30027,-34.53314,-10,69.52048,6.310562,10,18.50571,-1.638929,-2.248453
20.32027,-34.57895,-10,69.6467,6.310562,10,18.52081,-1.640261,-2.300269
20.34027,-34.62578,-10,69.77291,6.310562,10,18.5371,-1.6417,-2.351488
20.36028,-34.67363,-10,69.89912,6.310562,10,18.55123,-1.642951,-2.401915
20.38028,-34.72247,-10,70.02534,6.310562,10,18.59036,-1.646428,-2.452024
20.40028,-34.77229,-10,70.15155,6.310562,10,18.55609,-1.643404,-2.500104
20.42028,-34.82306,-10,70.27776,6.310562,10,18.59298,-1.646651,-2.547788
20.44028,-34.87477,-10,70.40398,6.310562,10,18.61401,-1.648497,-2.595055
20.46028,-34.92741,-10,70.53019,6.310562,10,18.62716,-1.649657,-2.641327
20.48028,-34.98095,-10,70.6564,6.310562,10,18.64153,-1.650931,-2.686452
20.50028,-35.03537,-10,70.78262,6.310562,10,18.65622,-1.652231,-2.730347
20.52028,-35.09065,-10,70.90883,6.310562,10,18.67296,-1.653712,-2.773144
20.54028,-35.14677,-10,71.03504,6.310562,10,18.68731,-1.654981,-2.814659
20.56028,-35.20369,-10,71.16125,6.310562,10,18.70184,-1.656264,-2.854985
20.58028,-35.2614,-10,71.28747,6.310562,10,18.71791,-1.657683,-2.894095
20.60028,-35.31986,-10,71.41368,6.310562,10,18.73269,-1.658989,-2.931829
20.62028,-35.37906,-10,71.53989,6.310562,10,18.74691,-1.660246,-2.968253
20.64028,-35.43896,-10,71.66611,6.310562,10,18.76405,-1.661761,-3.003219
20.66028,-35.49953,-10,71.79232,6.310562,10,18.77769,-1.662967,-3.036728
20.68028,-35.56075,-10,71.91853,6.310562,10,18.79334,-1.664352,-3.068702
20.70028,-35.62258,-10,72.04475,6.310562,10,18.80795,-1.665643,-3.099135
20.72028,-35.68499,-10,72.17096,6.310562,10,18.82204,-1.666888,-3.128049
20.74028,-35.74795,-10,72.29717,6.310562,10,18.83769,-1.66827,-3.155267
20.76028,-35.81142,-10,72.42339,6.310562,10,18.85288,-1.669614,-3.180937
20.78028,-35.87539,-10,72.5496,6.310562,10,18.86809,-1.670959,-3.204849
20.80029,-35.9398,-10,72.67581,6.310562,10,18.90643,-1.674364,-3.227616
20.82029,-36.00463,-10,72.80202,6.310562,10,18.89479,-1.673355,-3.247422
20.84029,-36.06983,-10,72.92824,6.310562,10,18.88401,-1.672396,-3.265224
20.86029,-36.13537,-10,73.05445,6.310562,10,18.94825,-1.678067,-3.283243
20.88029,-36.20123,-10,73.18066,6.310562,10,18.93978,-1.677324,-3.29781
20.90029,-36.26733,-10,73.30688,6.310562,10,18.92631,-1.676124,-3.310258
20.92029,-36.33369,-10,73.43309,6.310562,10,18.99093,-1.681836,-3.322793
20.94029,-36.40023,-10,73.5593,6.310562,10,18.98421,-1.681251,-3.331729
20.96029,-36.46693,-10,73.68552,6.310562,10,18.99428,-1.682151,-3.339042
20.98029,-36.53373,-10,73.81173,6.310562,10,18.9847,-1.681288,-3.344053
21.00029,-36.60062,-10,73.93794,6.310562,10,19.02563,-1.684882,-3.348451
21.02029,-36.66755,-10,74.06416,6.310562,10,19.04536,-1.686615,-3.350401
21.04029,-36.73449,-10,74.19037,6.310562,10,19.05693,-1.687639,-3.350169
21.06029,-36.80138,-10,74.31658,6.310562,10,19.0721,-1.688986,-3.347877
21.08029,-36.8682,-10,74.44279,6.310562,10,19.08809,-1.690403,-3.343727
21.10029,-36.9349,-10,74.56901,6.310562,10,19.10236,-1.691665,-3.337565
21.12029,-37.00145,-10,74.69522,6.310562,10,19.11806,-1.693052,-3.329457
21.14029,-37.06779,-10,74.82143,6.310562,10,19.13201,-1.694283,-3.319422
21.16029,-37.13392,-10,74.94765,6.310562,10,19.1692,-1.697587,-3.307801
21.18029,-37.19975,-10,75.07386,6.310562,10,19.13674,-1.69472,-3.292486
21.20029,-37.26527,-10,75.20007,6.310562,10,19.17265,-1.697882,-3.277248
21.22029,-37.33045,-10,75.32629,6.310562,10,19.19311,-1.699681,-3.25943
21.2403,-37.39524,-10,75.4525,6.310562,10,19.2292,-1.702886,-3.239957
21.2603,-37.45959,-10,75.57871,6.310562,10,19.21732,-1.701858,-3.217272
21.2803,-37.52346,-10,75.70493,6.310562,10,19.20538,-1.700798,-3.193167
21.3003,-37.58685,-10,75.83114,6.310562,10,19.26975,-1.706482,-3.168901
21.3203,-37.64967,-10,75.95735,6.310562,10,19.23936,-1.703782,-3.140347
21.3403,-37.71193,-10,76.08356,6.310562,10,19.27484,-1.706903,-3.111639
21.3603,-37.77357,-10,76.20978,6.310562,10,19.29455,-1.70864,-3.080499
21.3803,-37.83455,-10,76.33599,6.310562,10,19.30668,-1.709712,-3.047578
21.4003,-37.89485,-10,76.4622,6.310562,10,19.32222,-1.711089,-3.012847
21.4203,-37.95443,-10,76.58842,6.310562,10,19.3371,-1.712408,-2.97644
21.4403,-38.01325,-10,76.71463,6.310562,10,19.35081,-1.713619,-2.938509
21.4603,-38.07128,-10,76.84084,6.310562,10,19.36604,-1.714967,-2.898793
21.4803,-38.12849,-10,76.96706,6.310562,10,19.38129,-1.716315,-2.85745
21.5003,-38.18486,-10,77.09327,6.310562,10,19.39536,-1.717556,-2.814554
21.5203,-38.24034,-10,77.21948,6.310562,10,19.43345,-1.720938,-2.770264
21.5403,-38.29489,-10,77.3457,6.310562,10,19.39918,-1.717912,-2.723579
21.5603,-38.34851,-10,77.47191,6.310562,10,19.4356,-1.721122,-2.676962
21.5803,-38.40117,-10,77.59812,6.310562,10,19.45407,-1.722742,-2.628255
21.6003,-38.45282,-10,77.72433,6.310562,10,19.4687,-1.724031,-2.577918
21.6203,-38.50345,-10,77.85055,6.310562,10,19.48238,-1.725239,-2.526366
21.6403,-38.55303,-10,77.97676,6.310562,10,19.49718,-1.72655,-2.473702
21.66031,-38.60154,-10,78.10297,6.310562,10,19.51231,-1.727892,-2.419809
21.68031,-38.64896,-10,78.22919,6.310562,10,19.54916,-1.731166,-2.36499
21.70031,-38.69524,-10,78.3554,6.310562,10,19.53896,-1.730286,-2.308461
21.72031,-38.74039,-10,78.48161,6.310562,10,19.52573,-1.729105,-2.251819
21.74031,-38.78441,-10,78.60783,6.310562,10,19.56735,-1.732759,-2.194434
21.76031,-38.82725,-10,78.73404,6.310562,10,19.5863,-1.734421,-2.135216
21.78031,-38.86889,-10,78.86025,6.310562,10,19.59819,-1.735472,-2.075172
21.80031,-38.90932,-10,78.98647,6.310562,10,19.61208,-1.736704,-2.01456
21.82031,-38.94853,-10,79.11268,6.310562,10,19.62747,-1.738066,-1.953367
21.84031,-38.98651,-10,79.23889,6.310562,10,19.66465,-1.741372,-1.891547
21.86031,-39.02323,-10,79.3651,6.310562,10,19.6314,-1.738437,-1.829047
21.88031,-39.05872,-10,79.49132,6.310562,10,19.68977,-1.743599,-1.766856
21.90031,-39.09294,-10,79.61753,6.310562,10,19.68405,-1.743102,-1.703253
21.92031,-39.12589,-10,79.74374,6.310562,10,19.66959,-1.741812,-1.639994
21.94031,-39.15757,-10,79.86996,6.310562,10,19.71032,-1.745393,-1.576521
21.96031,-39.18798,-10,79.99617,6.310562,10,19.72822,-1.74696,-1.512118
21.98031,-39.21709,-10,80.12238,6.310562,10,19.74157,-1.748141,-1.447499
22.00031,-39.24492,-10,80.2486,6.310562,10,19.75557,-1.749384,-1.383158
22.02031,-39.27147,-10,80.37481,6.310562,10,19.76964,-1.75063,-1.319051
22.04031,-39.29674,-10,80.50102,6.310562,10,19.78474,-1.751964,-1.25496
22.06031,-39.32073,-10,80.62724,6.310562,10,19.82341,-1.755399,-1.190749
22.08031,-39.34344,-10,80.75345,6.310562,10,19.78808,-1.752278,-1.127353
22.10032,-39.36489,-10,80.87966,6.310562,10,19.82456,-1.755492,-1.064413
22.12032,-39.3851,-10,81.00587,6.310562,10,19.84288,-1.757097,-1.001401
22.14032,-39.40404,-10,81.13209,6.310562,10,19.85671,-1.758317,-0.938623
22.16032,-39.42175,-10,81.2583,6.310562,10,19.86961,-1.759459,-0.8765914
22.18032,-39.43822,-10,81.38451,6.310562,10,19.88461,-1.760789,-0.8152192
22.20032,-39.45349,-10,81.51073,6.310562,10,19.89885,-1.762047,-0.7546837
22.22032,-39.46755,-10,81.63694,6.310562,10,19.93636,-1.765378,-0.6944675
22.24032,-39.48043,-10,81.76315,6.310562,10,19.92534,-1.764424,-0.635664
22.26032,-39.49215,-10,81.88937,6.310562,10,19.91272,-1.7633,-0.5784859
22.28032,-39.50275,-10,82.01558,6.310562,10,19.95297,-1.766834,-0.521494
22.30032,-39.51223,-10,82.14179,6.310562,10,19.97099,-1.76841,-0.4650753
22.32032,-39.52059,-10,82.26801,6.310562,10,19.98478,-1.769629,-0.4098133
22.34032,-39.52787,-10,82.39422,6.310562,10,19.99704,-1.770717,-0.3560627
22.36032,-39.53411,-10,82.52043,6.310562,10,20.01158,-1.772005,-0.3036892
22.38032,-39.53933,-10,82.64664,6.310562,10,20.02667,-1.77334,-0.2526515
22.40032,-39.54354,-10,82.77286,6.310562,10,20.04181,-1.774679,-0.2030108
22.42032,-39.5468,-10,82.89907,6.310562,10,20.05601,-1.775932,-0.1548349
22.44032,-39.54911,-10,83.02528,6.310562,10,20.06957,-1.777129,-0.1081638
22.46032,-39.55053,-10,83.1515,6.310562,10,20.08292,-1.778311,-0.06306227
22.48032,-39.55107,-10,83.27771,6.310562,10,20.098,-1.779642,-0.01967475
22.50032,-39.55077,-10,83.40392,6.310562,10,20.11184,-1.780864,0.02203048
22.52032,-39.54967,-10,83.53014,6.310562,10,20.12609,-1.782123,0.06202405
22.54033,-39.54781,-10,83.65635,6.310562,10,20.14095,-1.783435,0.1001408
22.56033,-39.54522,-10,83.78256,6.310562,10,20.15374,-1.784566,0.1363892
22.58033,-39.54193,-10,83.90878,6.310562,10,20.16879,-1.785895,0.1707114
22.60033,-39.53799,-10,84.03499,6.310562,10,20.18285,-1.787138,0.2030873
22.62033,-39.53345,-10,84.1612,6.310562,10,20.19747,-1.788429,0.233405
22.64033,-39.52832,-10,84.28741,6.310562,10,20.23487,-1.791753,0.2622286
22.66033,-39.52268,-10,84.41363,6.310562,10,20.19997,-1.788671,0.2872114
22.68033,-39.51656,-10,84.53984,6.310562,10,20.23586,-1.79183,0.3115198
22.70033,-39.50999,-10,84.66605,6.310562,10,20.25504,-1.793513,0.3335848
22.72033,-39.50302,-10,84.79227,6.310562,10,20.26782,-1.794638,0.3533009
22.74033,-39.4957,-10,84.91848,6.310562,10,20.28195,-1.795889,0.3707244
22.76033,-39.48808,-10,85.04469,6.310562,10,20.29417,-1.796972,0.3858494
22.78033,-39.48019,-10,85.17091,6.310562,10,20.30907,-1.798289,0.3986479
22.80033,-39.47207,-10,85.29712,6.310562,10,20.3465,-1.801615,0.409662
22.82033,-39.46381,-10,85.42333,6.310562,10,20.31136,-1.798511,0.4165361
22.84033,-39.45542,-10,85.54955,6.310562,10,20.34776,-1.801716,0.4228432
22.86033,-39.44695,-10,85.67576,6.310562,10,20.36578,-1.803294,0.4263871
22.88033,-39.43846,-10,85.80197,6.310562,10,20.37998,-1.804547,0.4274149
22.90033,-39.42999,-10,85.92818,6.310562,10,20.39237,-1.805643,0.4260238
22.92033,-39.4216,-10,86.0544,6.310562,10,20.40708,-1.806945,0.4221999
22.94033,-39.41331,-10,86.18061,6.310562,10,20.42183,-1.808249,0.4160018
22.96033,-39.4052,-10,86.30682,6.310562,10,20.43655,-1.80955,0.4073651
22.98034,-39.39729,-10,86.43304,6.310562,10,20.47255,-1.81275,0.3967823
23.00034,-39.38966,-10,86.55925,6.310562,10,20.46093,-1.811744,0.3825819
23.02034,-39.38235,-10,86.68546,6.310562,10,20.44853,-1.810638,0.3662361
23.04034,-39.37538,-10,86.81168,6.310562,10,20.48772,-1.814076,0.3489041
23.06034,-39.36882,-10,86.93789,6.310562,10,20.50516,-1.815602,0.3283567
23.08034,-39.36272,-10,87.0641,6.310562,10,20.51723,-1.816669,0.3052746
23.10034,-39.35711,-10,87.19032,6.310562,10,20.55404,-1.819945,0.2803522
23.12034,-39.35206,-10,87.31653,6.310562,10,20.51898,-1.816852,0.2516842
23.14034,-39.34759,-10,87.44274,6.310562,10,20.55623,-1.820134,0.2225688
23.16034,-39.34375,-10,87.56895,6.310562,10,20.57423,-1.821709,0.1906256
23.18034,-39.3406,-10,87.69517,6.310562,10,20.58772,-1.822898,0.1561569
23.20034,-39.33817,-10,87.82138,6.310562,10,20.62253,-1.825995,0.1199471
23.22034,-39.33652,-10,87.94759,6.310562,10,20.61143,-1.825039,0.08055791
23.24034,-39.33567,-10,88.07381,6.310562,10,20.62211,-1.825992,0.04000923
23.26034,-39.33567,-10,88.20002,6.310562,10,20.63643,-1.827254,-0.002603438
23.28034,-39.33657,-10,88.32623,6.310562,10,20.62713,-1.826406,-0.04760844
23.30034,-39.33838,-10,88.45245,6.310562,10,20.66552,-1.829772,-0.09370749
23.32034,-39.34116,-10,88.57866,6.310562,10,20.68249,-1.831263,-0.1426702
23.34034,-39.34496,-10,88.70487,6.310562,10,20.69418,-1.8323,-0.1934412
23.36034,-39.3498,-10,88.83109,6.310562,10,20.70772,-1.833503,-0.245736
23.38034,-39.35572,-10,88.9573,6.310562,10,20.72219,-1.834786,-0.2996866
23.40034,-39.36274,-10,89.08351,6.310562,10,20.73622,-1.836026,-0.3553299
23.42035,-39.3709,-10,89.20972,6.310562,10,20.75006,-1.837246,-0.4125222
23.44035,-39.38023,-10,89.33594,6.310562,10,20.76434,-1.838506,-0.4713561
23.46035,-39.39076,-10,89.46215,6.310562,10,20.77775,-1.839687,-0.5316767
23.48035,-39.40253,-10,89.58836,6.310562,10,20.79134,-1.840889,-0.5933962
23.50035,-39.41555,-10,89.71458,6.310562,10,20.80498,-1.842095,-0.656339
23.52035,-39.42984,-10,89.84079,6.310562,10,20.81867,-1.843302,-0.7205423
23.54035,-39.44545,-10,89.967,6.310562,10,20.83279,-1.84455,-0.7859213
23.56035,-39.46238,-10,90.09322,6.310562,10,20.84628,-1.845743,-0.8524331
23.58035,-39.48065,-10,90.21943,6.310562,10,20.86012,-1.846967,-0.9198775
23.60035,-39.50029,-10,90.34564,6.310562,10,20.87343,-1.84814,-0.9881601
23.62035,-39.52131,-10,90.47186,6.310562,10,20.88749,-1.849382,-1.057358
23.64035,-39.54372,-10,90.59807,6.310562,10,20.90103,-1.850578,-1.127349
23.66035,-39.56755,-10,90.72428,6.310562,10,20.9141,-1.851732,-1.197946
23.68035,-39.59279,-10,90.85049,6.310562,10,20.92822,-1.852978,-1.269071
23.70035,-39.61947,-10,90.97671,6.310562,10,20.94191,-1.85419,-1.340687
23.72035,-39.64758,-10,91.10292,6.310562,10,20.95539,-1.855381,-1.412635
23.74035,-39.67714,-10,91.22913,6.310562,10,20.99204,-1.85864,-1.485157
23.76035,-39.70815,-10,91.35535,6.310562,10,20.9573,-1.855569,-1.557509
23.78035,-39.7406,-10,91.48156,6.310562,10,20.99233,-1.858651,-1.629502
23.80035,-39.77449,-10,91.60777,6.310562,10,21.01082,-1.860274,-1.702213
23.82035,-39.80984,-10,91.73399,6.310562,10,21.0224,-1.861294,-1.774936
23.84035,-39.84665,-10,91.8602,6.310562,10,21.05819,-1.864477,-1.84762
23.86036,-39.88489,-10,91.98641,6.310562,10,21.02421,-1.861477,-1.91932
23.88036,-39.92455,-10,92.11263,6.310562,10,21.0597,-1.864603,-1.99052
23.90036,-39.96563,-10,92.23884,6.310562,10,21.07727,-1.86614,-2.061742
23.92036,-40.00814,-10,92.36505,6.310562,10,21.09057,-1.867315,-2.132631
23.94036,-40.05204,-10,92.49126,6.310562,10,21.1023,-1.868352,-2.202631
23.96036,-40.09732,-10,92.61748,6.310562,10,21.11683,-1.869637,-2.27178
23.98036,-40.14397,-10,92.74369,6.310562,10,21.1302,-1.87082,-2.340095
24.00036,-40.19197,-10,92.8699,6.310562,10,21.1444,-1.87207,-2.40737
24.02036,-40.24129,-10,92.99612,6.310562,10,21.15722,-1.873202,-2.473718
24.04036,-40.29192,-10,93.12233,6.310562,10,21.17068,-1.874393,-2.538958
24.06036,-40.34383,-10,93.24854,6.310562,10,21.18442,-1.875609,-2.602872
24.08036,-40.397,-10,93.37476,6.310562,10,21.19759,-1.876772,-2.665468
24.10036,-40.4514,-10,93.50097,6.310562,10,21.2335,-1.879964,-2.727186
24.12036,-40.50699,-10,93.62718,6.310562,10,21.19938,-1.876948,-2.786093
24.14036,-40.56373,-10,93.7534,6.310562,10,21.23347,-1.879948,-2.84421
24.16036,-40.62161,-10,93.87961,6.310562,10,21.25225,-1.881593,-2.900954
24.18036,-40.6806,-10,94.00582,6.310562,10,21.26454,-1.882677,-2.95594
24.20036,-40.74065,-10,94.13203,6.310562,10,21.2776,-1.883835,-3.009029
24.22036,-40.80172,-10,94.25825,6.310562,10,21.29053,-1.884979,-3.060073
24.24036,-40.86378,-10,94.38446,6.310562,10,21.30391,-1.886163,-3.109135
24.26036,-40.92678,-10,94.51067,6.310562,10,21.31735,-1.887347,-3.156247
24.28036,-40.99068,-10,94.63689,6.310562,10,21.33096,-1.888547,-3.201265
24.30037,-41.05545,-10,94.7631,6.310562,10,21.34339,-1.889647,-3.244053
24.32037,-41.12103,-10,94.88931,6.310562,10,21.35834,-1.89097,-3.284647
24.34037,-41.18738,-10,95.01553,6.310562,10,21.36969,-1.891971,-3.322858
24.36037,-41.25445,-10,95.14174,6.310562,10,21.38426,-1.893256,-3.358779
24.38037,-41.32219,-10,95.26795,6.310562,10,21.39828,-1.894495,-3.392283
24.40037,-41.39056,-10,95.39417,6.310562,10,21.4109,-1.895608,-3.423322
24.42037,-41.45951,-10,95.52038,6.310562,10,21.42397,-1.896764,-3.451801
24.44037,-41.52897,-10,95.64659,6.310562,10,21.43726,-1.897936,-3.477734
24.46037,-41.59891,-10,95.7728,6.310562,10,21.44927,-1.898997,-3.501044
24.48037,-41.66927,-10,95.89902,6.310562,10,21.46408,-1.900307,-3.521697
24.50037,-41.73999,-10,96.02523,6.310562,10,21.47611,-1.901366,-3.539693
24.52037,-41.81102,-10,96.15144,6.310562,10,21.49157,-1.902733,-3.554982
24.54037,-41.8823,-10,96.27766,6.310562,10,21.50307,-1.903749,-3.567468
24.56037,-41.9538,-10,96.40387,6.310562,10,21.53846,-1.906895,-3.577746
24.58037,-42.02543,-10,96.53008,6.310562,10,21.52663,-1.905872,-3.583904
24.60037,-42.09713,-10,96.6563,6.310562,10,21.51311,-1.904666,-3.587333
24.62037,-42.16888,-10,96.78251,6.310562,10,21.55235,-1.908106,-3.589395
24.64037,-42.24061,-10,96.90872,6.310562,10,21.59241,-1.911649,-3.588492
24.66037,-42.31224,-10,97.03493,6.310562,10,21.55636,-1.908466,-3.582789
24.68037,-42.38374,-10,97.16115,6.310562,10,21.6121,-1.913402,-3.57666
24.70037,-42.45503,-10,97.28736,6.310562,10,21.58231,-1.910765,-3.56552
